"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"04-21-2025","Instagram","josecuervotequila","107,260","40","40","0","0","45","345,922","0","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","9","","","","","0","0",""
"04-22-2025","Instagram","josecuervotequila","107,332","72","72","0","0","45","329,740","0","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","7","","","","","0","1",""
"04-23-2025","Instagram","josecuervotequila","107,360","28","28","0","0","61","325,015","0","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","7","","","","","0","3",""
"04-24-2025","Instagram","josecuervotequila","107,404","44","44","2","1","46","288,251","0","0","0%","0","0","0","","0","","","","","","","","","","","","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","4","0","0","7","","","","","0","3",""
"04-25-2025","Instagram","josecuervotequila","107,456","52","52","0","0","61","347,771","0","9","0%","8","1","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","8","","","","","0","3",""
"04-26-2025","Instagram","josecuervotequila","107,504","48","48","2","1","59","353,935","0","36","0.01%","35","1","0","","0","","","","","","","","","","","","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","4","0","1","15","","","","","0","3",""
"04-27-2025","Instagram","josecuervotequila","107,549","45","45","0","0","38","363,019","0","50","0.01%","44","4","0","","2","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","12","","","","","0","4",""
"04-28-2025","Instagram","josecuervotequila","107,607","58","58","2","1","36","365,887","0","43","0.01%","38","3","1","","1","","","","","","","","","","","","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","3","0","0","11","","","","","0","3",""
"04-29-2025","Instagram","josecuervotequila","107,653","46","46","8","0","55","354,961","0","120","0.03%","111","7","1","","1","","","","","","","","","","","","0","0","0","8","0","","","","","","","","","","","","","","","","","","","","","2","0","0","16","","","","","0","5",""
"04-30-2025","Instagram","josecuervotequila","107,705","52","52","12","8","81","375,884","0","56","0.01%","48","3","1","","2","","","","","","","","","","","","1","7","0","0","0","","","","","","","","","","","","","","","","","","","","","24","0","0","19","","","","","4","9",""
"05-01-2025","Instagram","josecuervotequila","107,759","54","54","7","7","83","440,588","0","683","0.16%","600","30","36","","13","","","","","","","","","","","","0","7","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","13","13","","","","","0","2",""
"05-02-2025","Instagram","josecuervotequila","107,785","26","67","41","18","160","464,067","189","80","0.02%","53","21","1","","2","","","","","","","","","","","","1","17","0","20","0","","","","","","","","","","","","","","","","","","","","","3","0","21","14","","","","","3","10",""
"05-03-2025","Instagram","josecuervotequila","107,826","41","90","16","13","206","621,436","200","214","0.03%","187","3","18","","5","","","","","","","","","","","","0","13","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","19","8","","","","","3","6",""
"05-04-2025","Instagram","josecuervotequila","107,904","78","102","22","22","218","676,207","232","78","0.01%","59","1","13","","3","","","","","","","","","","","","0","22","0","0","0","","","","","","","","","","","","","","","","","","","","","2","0","9","16","","","","","0","7",""
"05-05-2025","Instagram","josecuervotequila","107,970","66","85","32","31","305","632,245","1,330","134","0.02%","94","3","24","","7","","","","","","","","","","","","0","30","1","0","0","","","","","","","","","","","","","","","","","","","","","5","0","45","47","","","","","1","16",""
"05-06-2025","Instagram","josecuervotequila","108,013","43","83","11","7","74","577,983","7,546","174","0.03%","140","2","24","","7","","","","","","","","","","","","0","7","0","2","0","","","","","","","","","","","","","","","","","","","","","3","0","18","10","","","","","2","11",""
"05-07-2025","Instagram","josecuervotequila","108,072","59","65","13","12","49","601,136","590","39","0.01%","25","5","8","","0","","","","","","","","","","","","0","12","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","13","3","","","","","1","3",""
"05-08-2025","Instagram","josecuervotequila","108,113","41","69","10","5","75","610,426","607","25","0%","15","1","9","","0","","","","","","","","","","","","1","4","0","2","0","","","","","","","","","","","","","","","","","","","","","7","0","13","8","","","","","3","8",""
"05-09-2025","Instagram","josecuervotequila","108,147","34","60","5","3","63","626,257","248","161","0.03%","141","11","4","","5","","","","","","","","","","","","0","3","0","2","0","","","","","","","","","","","","","","","","","","","","","1","0","5","7","","","","","0","3",""
"05-10-2025","Instagram","josecuervotequila","108,161","14","57","16","14","48","592,763","3,553","229","0.04%","180","7","31","","11","","","","","","","","","","","","0","13","1","0","0","","","","","","","","","","","","","","","","","","","","","20","0","4","8","","","","","2","3",""
"05-11-2025","Instagram","josecuervotequila","108,185","24","51","0","0","14","532,480","10,617","469","0.09%","356","13","86","","14","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","4","","","","","0","3",""
"05-12-2025","Instagram","josecuervotequila","108,207","22","60","4","3","32","545,413","1,725","67","0.01%","54","2","8","","2","","","","","","","","","","","","0","3","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","11","5","","","","","0","7",""
"05-13-2025","Instagram","josecuervotequila","108,248","41","85","1","1","37","651,056","1,193","67","0.01%","36","4","22","","3","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","6","0","6","9","","","","","0","12",""
"05-14-2025","Instagram","josecuervotequila","108,297","49","77","0","0","23","690,033","722","37","0.01%","26","3","3","","5","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","2","0","4","5","","","","","0","5",""
"05-15-2025","Instagram","josecuervotequila","108,342","45","69","0","0","48","639,860","491","20","0%","11","5","4","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","4","0","9","6","","","","","0","5",""
"05-16-2025","Instagram","josecuervotequila","108,392","50","83","20","18","57","619,250","397","26","0%","20","1","3","","2","","","","","","","","","","","","0","18","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","15","5","","","","","1","10",""
"05-17-2025","Instagram","josecuervotequila","108,439","47","81","18","18","61","652,928","352","23","0%","19","0","3","","0","","","","","","","","","","","","0","15","1","0","0","","","","","","","","","","","","","","","","","","","","","4","0","9","10","","","","","0","4",""
"05-18-2025","Instagram","josecuervotequila","108,491","52","76","14","13","47","729,496","2,846","57","0.01%","45","4","7","","1","","","","","","","","","","","","0","15","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","11","7","","","","","1","11",""
"05-19-2025","Instagram","josecuervotequila","108,541","50","82","8","7","69","692,051","4,281","168","0.02%","117","3","41","","6","","","","","","","","","","","","0","6","1","0","0","","","","","","","","","","","","","","","","","","","","","3","0","17","11","","","","","1","21",""
"05-20-2025","Instagram","josecuervotequila","108,575","34","71","11","4","46","706,450","2,255","33","0%","20","7","5","","1","","","","","","","","","","","","0","4","0","7","0","","","","","","","","","","","","","","","","","","","","","0","0","14","11","","","","","0","9",""
"05-21-2025","Instagram","josecuervotequila","108,627","52","85","9","4","52","559,940","1,799","25","0%","17","1","5","","2","","","","","","","","","","","","0","4","0","0","0","","","","","","","","","","","","","","","","","","","","","3","0","13","5","","","","","5","16",""
"05-22-2025","Instagram","josecuervotequila","108,664","37","75","11","6","51","712,802","771","50","0.01%","39","5","3","","2","","","","","","","","","","","","0","5","1","1","0","","","","","","","","","","","","","","","","","","","","","4","0","12","11","","","","","4","9",""
